provider,country,asn,asn_org,ip_count,prefix_count,hosting_ip_count,exit_node_count,avg_confidence
Ivacy,RO,9009,M247,2,2,2,2,95.0
Ivacy,UK,9009,M247,2,2,2,2,95.0
Ivacy,US,36352,AS-COLOCROSSING,2,2,2,2,95.0
KevinVPN,AT,216416,EVOLUS-IX,2,2,2,2,70.0
KevinVPN,FR,208226,OUIHEBERG,2,2,2,2,70.0
KevinVPN,NL,212477,ROYALE-AS,2,1,2,2,70.0
KevinVPN,US,13335,CLOUDFLARENET,2,2,2,2,70.0
KevinVPN,US,399275,SOLID,2,2,2,2,70.0
KevinVPN,US,62564,LINVEO-LLC,2,1,2,2,70.0
MoriVPN,US,14956,ROUTERHOSTING,2,2,2,2,80.0
Mullvad,AL,197706,"KEMINET A datacenter located in TiranaAlbania. Webhosting, Dedicated Servers, VPS, IPv4IPv6 leasing",2,1,2,2,95.0
Mullvad,GB,3170,VELOXSERV,2,1,2,2,95.0
Mullvad,IN,207990,HR-CUSTOMER,2,1,2,2,95.0
Mullvad,IN,39486,HOSTROYALE,2,1,2,2,95.0
Mullvad,PA,51852,PLI-AS,2,2,2,2,95.0
Mullvad,US,17243,BYTENODE-AS,2,1,2,2,95.0
Mullvad,US,30671,DATABRIDGE,2,1,2,2,95.0
Mullvad,US,399935,HAYASHIMO,2,1,2,2,95.0
Mullvad,US,400882,AS-CYBER-DATA,2,1,2,2,95.0
Mullvad,US,6233,XTOM,2,1,2,2,95.0
NordVPN,MK,205119,TELEKS-,2,1,2,2,95.0
OVPN,DE,31103,KEYWEB-AS,2,2,2,2,95.0
Octanevpn,US,14618,AMAZON-AES,2,2,2,2,78.0
OysterVPN,CA,136258,"ONEPROVIDER-AS BrainStorm Network, Inc",2,2,2,2,95.0
OysterVPN,EU,136258,"ONEPROVIDER-AS BrainStorm Network, Inc",2,2,2,2,95.0
Private Internet Access,AU,45671,AS45671-NET-AU Wholesale Services Provider,2,1,2,2,95.0
Private Internet Access,CA,3257,GTT-BACKBONE GTT,2,2,2,2,95.0
Private Internet Access,ES,58065,PACKETEXCHANGE,2,1,2,2,95.0
Private Internet Access,MD,43289,TRABIA,2,2,2,2,95.0
Private Internet Access,MK,205119,TELEKS-,2,2,2,2,95.0
Private Internet Access,US,21859,ZEN-ECN,2,1,2,2,95.0
PrivateVPN,CA,9009,M247,2,2,2,2,95.0
PrivateVPN,DK,1299,"TWELVE99 Arelion, fka Telia Carrier",2,1,2,2,95.0
PrivateVPN,ES,42201,PVDATANET,2,1,2,2,95.0
PrivateVPN,IN,42201,PVDATANET,2,1,2,2,88.0
PrivateVPN,JP,60068,CDN77 _,2,2,2,2,95.0
PrivateVPN,NO,50304,BLIX,2,2,2,2,95.0
PrivateVPN,SE,1299,"TWELVE99 Arelion, fka Telia Carrier",2,2,2,2,95.0
PrivateVPN,US,36352,AS-COLOCROSSING,2,2,2,2,95.0
PrivateVPN,ZA,37153,xneelo,2,2,2,2,95.0
ProtonVPN,AL,197706,"KEMINET A datacenter located in TiranaAlbania. Webhosting, Dedicated Servers, VPS, IPv4IPv6 leasing",2,2,2,2,95.0
ProtonVPN,CH,208172,PV-HOSTED,2,2,2,2,95.0
ProtonVPN,GB,41564,AS41564,2,2,2,2,95.0
ProtonVPN,IS,56704,FARICE-AS,2,1,2,2,95.0
ProtonVPN,JP,3258,XTOM-JAPAN xTom Japan Corporation,2,1,2,2,95.0
ProtonVPN,NL,24875,NOVOSERVE-AS,2,1,2,2,95.0
ProtonVPN,US,46562,PERFORMIVE,2,1,2,2,95.0
ProtonVPN,US,63023,AS-GLOBALTELEHOST,2,1,2,2,95.0
Proxpn,CA,32489,AMANAHA-NEW,2,1,2,2,78.0
Proxpn,GB,42831,"UKSERVERS-AS UK Dedicated Servers, Hosting and Co-Location",2,1,2,2,78.0
Proxpn,SG,59253,LEASEWEB-APAC-SIN-11 LEASEWEB SINGAPORE PTE. LTD.,2,1,2,2,78.0
PureVPN,BR,262287,Latitude.sh LTDA,2,1,2,2,88.0
PureVPN,FI,209378,INIOS-AS,2,1,2,2,88.0
PureVPN,US,19148,LEASEWEB-USA-PHX,2,1,2,2,88.0
RedShield VPN,BR,267507,SRX TECNOLOGIA DA INFORMACAO LTDA,2,2,2,2,95.0
RedShield VPN,IL,35758,HQSERV_NETWORKS,2,2,2,2,95.0
RedShield VPN,US,23470,RELIABLESITE,2,2,2,2,95.0
RedShield VPN,US,395092,SHOCK-1,2,2,2,2,95.0
Riseup VPN,CA,7765,KOUMBIT,2,1,2,2,95.0
Riseup VPN,GB,60068,CDN77 _,2,1,2,2,95.0
Sentinel dVPN,AU,199959,CROWNCLOUD,2,2,2,2,95.0
Sentinel dVPN,AU,8888,XTOM xTom Pty Ltd,2,2,2,2,95.0
Sentinel dVPN,CA,33185,HIVE-DATA-CENTER,2,1,2,2,95.0
Sentinel dVPN,CH,213929,AS213929CH AS213929.ch,2,2,2,2,95.0
Sentinel dVPN,DE,206075,HOLLANDER-JACOBSEN,2,2,2,2,95.0
Sentinel dVPN,GB,201323,HOST-MEDIA-LTD,2,1,2,2,95.0
Sentinel dVPN,GB,213495,SERVITRO-LTD,2,2,2,2,95.0
Sentinel dVPN,GB,215730,H2NEXUS-AS,2,2,2,2,95.0
Sentinel dVPN,GE,213520,SENKO-AS Senko Digital Ltd,2,2,2,2,95.0
Sentinel dVPN,HK,149042,SITCL-AS-AP Silicon Cloud Global US,2,1,2,2,95.0
Sentinel dVPN,IT,197075,ACTIVENETWORK-AS Active Network S.p.A.,2,1,2,2,95.0
Sentinel dVPN,IT,212271,C1V Internet Service Provider in Italy,2,1,2,2,95.0
Sentinel dVPN,JP,3258,XTOM-JAPAN xTom Japan Corporation,2,2,2,2,95.0
Sentinel dVPN,KG,50053,ANTON-LEVIN-AS,2,2,2,2,95.0
Sentinel dVPN,KR,4766,KIXS-AS-KR Korea Telecom,2,2,2,2,95.0
Sentinel dVPN,LT,8849,MELBICOM-EU-AS Melbikomas UAB,2,1,2,2,95.0
Sentinel dVPN,MD,200019,ALEXHOST,2,2,2,2,95.0
Sentinel dVPN,RO,211462,GHT-NET,2,2,2,2,95.0
Sentinel dVPN,SA,213535,YOTTASRC,2,2,2,2,95.0
Sentinel dVPN,SG,150423,SERVER-AS-AP Server Galactic Private Limited,2,2,2,2,95.0
Sentinel dVPN,SG,59253,LEASEWEB-APAC-SIN-11 LEASEWEB SINGAPORE PTE. LTD.,2,2,2,2,95.0
Sentinel dVPN,UA,209630,KREDIT-AS,2,1,2,2,95.0
Sentinel dVPN,UA,2864,ALJASKA-AS,2,1,2,2,95.0
Sentinel dVPN,US,11117,NUYEK,2,2,2,2,95.0
Sentinel dVPN,US,13649,ASN-FLEXENTIAL,2,2,2,2,95.0
Sentinel dVPN,US,13737,AS-INCX,2,1,2,2,95.0
Sentinel dVPN,US,19970,CARRIERDOMAIN-NYC,2,1,2,2,95.0
Sentinel dVPN,US,32097,WII,2,2,2,2,95.0
Sentinel dVPN,US,33387,NOCIX,2,2,2,2,95.0
Sentinel dVPN,US,396356,LATITUDE-SH,2,2,2,2,95.0
Sentinel dVPN,US,398493,SYSTEMINPLACE,2,2,2,2,95.0
Sentinel dVPN,US,54600,PEG-SV,2,1,2,2,95.0
Sentinel dVPN,US,62553,ELCRO-DIGITAL-SERVICES-LLC,2,1,2,2,95.0
Sentinel dVPN,US,64249,ENDOFFICE,2,1,2,2,95.0
Sentinel dVPN,US,7922,COMCAST-7922,2,2,2,2,95.0
Sentinel dVPN,Unknown,396426,-Reserved AS-,2,1,2,2,95.0
Sentinel dVPN,VN,151858,INTERDIGI-VN INTERDIGI JOINT STOCK COMPANY,2,1,2,2,95.0
SlickVPN,GB,13213,UK2NET-AS,2,2,2,2,88.0
Smartdnsproxy,AU,45671,AS45671-NET-AU Wholesale Services Provider,2,2,2,2,78.0
Smartdnsproxy,GB,60068,CDN77 _,2,2,2,2,78.0
Smartdnsproxy,LU,202422,GHOST,2,2,2,2,78.0
Smartdnsproxy,NL,43350,NFORCE,2,1,2,2,78.0
Smartdnsproxy,US,14061,DIGITALOCEAN-ASN,2,2,2,2,78.0
Smartdnsproxy,US,18978,ENZUINC-,2,2,2,2,78.0
Smartdnsproxy,US,399471,AS-SERVERION,2,2,2,2,78.0
Smartdnsproxy,US,61317,ASDETUK www.heficed.com,2,2,2,2,78.0
SotaVPN,GB,215730,H2NEXUS-AS,2,2,2,2,95.0
StrongVPN,AU,137409,GSLNETWORKS-AS-AP GSL Networks Pty LTD,2,2,2,2,80.0
StrongVPN,CA,0,,2,1,2,2,80.0
StrongVPN,CR,52423,Data Miners S.A.  Racknation.cr,2,1,2,2,80.0
StrongVPN,GB,3223,VOXILITY,2,1,2,2,87.5
Surfshark,AD,209854,CYBERZONEHUB,2,1,2,2,95.0
Surfshark,AE,9009,M247,2,1,2,2,95.0
Surfshark,AL,209854,CYBERZONEHUB,2,1,2,2,95.0
Surfshark,AM,209854,CYBERZONEHUB,2,1,2,2,95.0
Surfshark,AR,209854,CYBERZONEHUB,2,1,2,2,95.0
Surfshark,AU,209854,CYBERZONEHUB,2,2,2,2,95.0
Surfshark,AZ,209854,CYBERZONEHUB,2,1,2,2,95.0
Surfshark,BA,209854,CYBERZONEHUB,2,1,2,2,95.0
Surfshark,BD,209854,CYBERZONEHUB,2,1,2,2,95.0
Surfshark,BE,49453,GLOBALLAYER,2,1,2,2,95.0
Surfshark,BE,9009,M247,2,2,2,2,95.0
Surfshark,BN,209854,CYBERZONEHUB,2,1,2,2,95.0
Surfshark,BO,209854,CYBERZONEHUB,2,1,2,2,95.0
Surfshark,BS,209854,CYBERZONEHUB,2,1,2,2,95.0
Surfshark,BT,209854,CYBERZONEHUB,2,1,2,2,95.0
Surfshark,BZ,209854,CYBERZONEHUB,2,1,2,2,95.0
Surfshark,CL,212238,CDNEXT,2,1,2,2,95.0
Surfshark,CO,212238,CDNEXT,2,1,2,2,95.0
Surfshark,CR,209854,CYBERZONEHUB,2,1,2,2,95.0
Surfshark,CY,203020,HOSTROYALE,2,1,2,2,95.0
Surfshark,DE,209854,CYBERZONEHUB,2,1,2,2,95.0
Surfshark,DK,9009,M247,2,2,2,2,95.0
Surfshark,DZ,209854,CYBERZONEHUB,2,1,2,2,95.0
Surfshark,EC,209854,CYBERZONEHUB,2,1,2,2,95.0
Surfshark,EE,203020,HOSTROYALE,2,1,2,2,95.0
Surfshark,EG,209854,CYBERZONEHUB,2,1,2,2,95.0
Surfshark,FI,209854,CYBERZONEHUB,2,1,2,2,95.0
Surfshark,FR,25369,BANDWIDTH-AS,2,1,2,2,95.0
Surfshark,FR,39486,HOSTROYALE,2,1,2,2,95.0
Surfshark,GE,209854,CYBERZONEHUB,2,1,2,2,95.0
Surfshark,GH,209854,CYBERZONEHUB,2,1,2,2,95.0
Surfshark,GL,209854,CYBERZONEHUB,2,1,2,2,95.0
Surfshark,GR,212238,CDNEXT,2,2,2,2,95.0
Surfshark,HR,212238,CDNEXT,2,1,2,2,95.0
Surfshark,HU,212238,CDNEXT,2,1,2,2,95.0
Surfshark,ID,209854,CYBERZONEHUB,2,1,2,2,95.0
Surfshark,IL,212238,CDNEXT,2,1,2,2,95.0
Surfshark,IM,209854,CYBERZONEHUB,2,1,2,2,95.0
Surfshark,IS,209854,CYBERZONEHUB,2,1,2,2,95.0
Surfshark,IT,60068,CDN77 _,2,1,2,2,95.0
Surfshark,IT,9009,M247,2,1,2,2,95.0
Surfshark,KH,209854,CYBERZONEHUB,2,1,2,2,95.0
Surfshark,KZ,209854,CYBERZONEHUB,2,1,2,2,95.0
Surfshark,LA,209854,CYBERZONEHUB,2,1,2,2,95.0
Surfshark,LI,209854,CYBERZONEHUB,2,1,2,2,95.0
Surfshark,LT,209854,CYBERZONEHUB,2,1,2,2,95.0
Surfshark,LU,203020,HOSTROYALE,2,1,2,2,95.0
Surfshark,LV,43513,NANO-AS,2,1,2,2,95.0
Surfshark,MA,209854,CYBERZONEHUB,2,1,2,2,95.0
Surfshark,MC,209854,CYBERZONEHUB,2,1,2,2,95.0
Surfshark,MD,209854,CYBERZONEHUB,2,1,2,2,95.0
Surfshark,ME,209854,CYBERZONEHUB,2,1,2,2,95.0
Surfshark,MK,209854,CYBERZONEHUB,2,1,2,2,95.0
Surfshark,MM,209854,CYBERZONEHUB,2,1,2,2,95.0
Surfshark,MN,209854,CYBERZONEHUB,2,1,2,2,95.0
Surfshark,MO,209854,CYBERZONEHUB,2,1,2,2,95.0
Surfshark,MT,203020,HOSTROYALE,2,1,2,2,95.0
Surfshark,NG,212238,CDNEXT,2,1,2,2,95.0
Surfshark,NO,212238,CDNEXT,2,1,2,2,95.0
Surfshark,NP,209854,CYBERZONEHUB,2,1,2,2,95.0
Surfshark,NZ,136557,HOST-AS-AP Host Universal Pty Ltd,2,1,2,2,95.0
Surfshark,PA,209854,CYBERZONEHUB,2,1,2,2,95.0
Surfshark,PE,212238,CDNEXT,2,1,2,2,95.0
Surfshark,PH,209854,CYBERZONEHUB,2,1,2,2,95.0
Surfshark,PK,209854,CYBERZONEHUB,2,1,2,2,95.0
Surfshark,PL,197155,ARTNET,2,2,2,2,95.0
Surfshark,PL,60068,CDN77 _,2,2,2,2,95.0
Surfshark,PR,209854,CYBERZONEHUB,2,1,2,2,95.0
Surfshark,PT,39486,HOSTROYALE,2,1,2,2,95.0
Surfshark,PY,209854,CYBERZONEHUB,2,1,2,2,95.0
Surfshark,RS,9009,M247,2,2,2,2,95.0
Surfshark,SA,209854,CYBERZONEHUB,2,1,2,2,95.0
Surfshark,SE,60068,CDN77 _,2,1,2,2,95.0
Surfshark,SI,207990,HR-CUSTOMER,2,1,2,2,95.0
Surfshark,SK,60068,CDN77 _,2,1,2,2,95.0
Surfshark,TH,205676,DCE,2,1,2,2,95.0
Surfshark,TR,212238,CDNEXT,2,1,2,2,95.0
Surfshark,TW,209854,CYBERZONEHUB,2,1,2,2,95.0
Surfshark,UA,212238,CDNEXT,2,1,2,2,95.0
Surfshark,UK,203020,HOSTROYALE,2,1,2,2,95.0
Surfshark,UK,9009,M247,2,2,2,2,95.0
Surfshark,US,203020,HOSTROYALE,2,1,2,2,95.0
Surfshark,US,9009,M247,2,1,2,2,95.0
Surfshark,UY,209854,CYBERZONEHUB,2,1,2,2,95.0
Surfshark,UZ,209854,CYBERZONEHUB,2,1,2,2,95.0
Surfshark,VE,209854,CYBERZONEHUB,2,1,2,2,95.0
Surfshark,VN,209854,CYBERZONEHUB,2,1,2,2,95.0
Surfshark,ZA,212238,CDNEXT,2,2,2,2,95.0
SwitchVPN,CA,7040,NETMINDERS,2,1,2,2,88.0
SwitchVPN,GB,20860,IOMART-AS,2,2,2,2,88.0
Trust.Zone,BG,202015,HZ-US-AS,2,2,2,2,70.0
Trust.Zone,BG,59711,HZ-EU-AS,2,2,2,2,70.0
Trust.Zone,BG,61046,HZ-UK-AS,2,2,2,2,70.0
Trust.Zone,CA,11831,ESECUREDATA,2,2,2,2,70.0
Trust.Zone,CA,32489,AMANAHA-NEW,2,2,2,2,70.0
Trust.Zone,GB,16247,"M247-UK M247 UK Ltd, trading as M247",2,2,2,2,70.0
Trust.Zone,GB,200740,FIRST-SERVER-EU-AS FIRST-SERVER-US,2,1,2,2,70.0
Trust.Zone,NL,49981,WORLDSTREAM,2,2,2,2,70.0
TunnelBear,US,20473,AS-VULTR,2,2,2,2,95.0
VPN Gate,JP,2518,BIGLOBE BIGLOBE Inc.,2,2,2,2,78.0
VPN Gate,TH,133481,AIS-FIBRE-AS-AP AIS Fibre,2,2,2,2,78.0
VPN Jantit,GB,200740,FIRST-SERVER-EU-AS FIRST-SERVER-US,2,2,2,2,88.0
VPN Jantit,GB,205090,FIRST-SERVER-EUROPE,2,2,2,2,88.0
VPN Jantit,GB,207957,SERVHOST-AS,2,2,2,2,88.0
VPN Jantit,HU,62214,RACKFOREST-AS,2,2,2,2,88.0
VPN Jantit,ID,135450,IDNIC-BSTI-AS-ID PT Berkah Solusi Teknologi Informasi,2,1,2,2,88.0
VPN Jantit,ID,139989,IDNIC-ATHAMEDIANET-AS-ID CV Atha Media Prima,2,1,2,2,88.0
VPN Jantit,KH,38623,VIETTELCAMBODIA-AS-AP ISPIXP IN CAMBODIA WITH THE BEST VERVICE IN THERE.,2,1,2,2,88.0
VPN Jantit,KZ,9198,KAZTELECOM-AS,2,1,2,2,88.0
VPN Jantit,LU,199524,GCORE,2,2,2,2,88.0
VPN Jantit,PH,9658,"ETPI-IDS-AS-AP Eastern Telecoms Phils., Inc.",2,2,2,2,88.0
VPN Jantit,RU,207713,GIR-AS,2,2,2,2,88.0
VPN Jantit,US,21859,ZEN-ECN,2,2,2,2,88.0
VPN Jantit,US,397032,SPARKED,2,2,2,2,88.0
VPN Jantit,US,400992,ZHOUYISAT-COMMUNICATIONS,2,2,2,2,88.0
VPN Jantit,US,44259,ULTAHOST-AP-AS,2,1,2,2,88.0
VPN Jantit,US,59729,ITL-BG,2,2,2,2,88.0
VPN Jantit,VN,56150,VHOST-AS-VN Viet Solutions Services Trading Company Limited,2,2,2,2,88.0
VPN Unlimited,BG,59711,HZ-EU-AS,2,2,2,2,70.0
VPN Unlimited,DE,30083,AS-30083-US-VELIA-NET,2,1,2,2,70.0
VPN Unlimited,GR,8280,SYNAPSECOM-AS SYNAPSECOM TELECOMS S.A.,2,2,2,2,70.0
VPN Unlimited,US,395954,LEASEWEB-USA-LAX,2,1,2,2,70.0
VPN Unlimited,US,46475,LIMESTONENETWORKS,2,2,2,2,70.0
VPN.ac,CA,11831,ESECUREDATA,2,1,2,2,95.0
VPN.ac,CA,32489,AMANAHA-NEW,2,2,2,2,95.0
VPN.ac,US,7203,LEASEWEB-USA-SFO,2,1,2,2,95.0
VPNSecure,FR,12876,Online SAS,2,2,2,2,88.0
VPNSecure,GB,212238,CDNEXT,2,1,2,2,88.0
VPNSecure,RO,43376,DOT,2,1,2,2,88.0
VPNSecure,UA,47987,DELTAHOST-KYIV,2,2,2,2,88.0
VPNSecure,US,36007,KAMATERA,2,2,2,2,88.0
VPNUK,FR,12876,Online SAS,2,2,2,2,82.5
VPNUK,IT,49367,ASSEFLOW,2,2,2,2,95.0
VPNUK,US,33387,NOCIX,2,2,2,2,95.0
Vpnbook,FR,16276,OVH,2,2,2,2,78.0
Vpnht,SG,0,,2,1,2,2,78.0
WorldVPN,AT,63473,HOSTHATCH,2,1,2,2,88.0
WorldVPN,NL,209847,THE,2,2,2,2,88.0
WorldVPN,NL,21100,ITLDC-EU,2,2,2,2,88.0
WorldVPN,SE,63473,HOSTHATCH,2,2,2,2,88.0
WorldVPN,US,8254,ROUTE95,2,1,2,2,88.0
Zoogvpn,DE,24961,MYLOC-AS IP Backbone of WIIT AG formerly myLoc managed IT AG,2,2,2,2,78.0
Zoogvpn,GB,212238,CDNEXT,2,2,2,2,78.0
Zoogvpn,NL,60781,LEASEWEB-NL-AMS-01 Netherlands,2,2,2,2,78.0
Zoogvpn,UA,200000,UKRAINE-AS,2,2,2,2,78.0
uVPN,DE,24940,HETZNER-AS,2,2,2,2,70.0
Anonvpn,CA,32489,AMANAHA-NEW,1,1,1,1,78.0
Anonvpn,GB,42831,"UKSERVERS-AS UK Dedicated Servers, Hosting and Co-Location",1,1,1,1,78.0
Anonvpn,US,30058,FDCSERVERS,1,1,1,1,78.0
AnonymousVPN,CZ,24971,MASTER-AS Czech Republic  www.master.cz,1,1,1,1,95.0
AnonymousVPN,DE,202401,WEBHOSTING24-AS Webhosting24 GmbH,1,1,1,1,95.0
AnonymousVPN,FR,12876,Online SAS,1,1,1,1,95.0
AnonymousVPN,IT,49367,ASSEFLOW,1,1,1,1,95.0
AnonymousVPN,LT,15440,BALTNETA Customers AS,1,1,1,1,95.0
AnonymousVPN,LV,3281,SIA_2CLOUD,1,1,1,1,95.0
AnonymousVPN,LV,52173,MAKONIX,1,1,1,1,95.0
AnonymousVPN,RO,6718,NAV NAV Communications,1,1,1,1,95.0
AnonymousVPN,SE,1299,"TWELVE99 Arelion, fka Telia Carrier",1,1,1,1,95.0
AnonymousVPN,UA,48031,XSERVERCLOUD,1,1,1,1,95.0
AnonymousVPN,US,204957,GREENFLOID-AS,1,1,1,1,95.0
AnonymousVPN,US,61317,ASDETUK www.heficed.com,1,1,1,1,95.0
AnonymousVPN,US,63473,HOSTHATCH,1,1,1,1,95.0
AnonymousVPN,ZA,329184,Host-Africa-AS2,1,1,1,1,95.0
Astrill,HK,4760,HKTIMS-AP HKT Limited,1,1,1,1,78.0
Astrill,ID,45731,"ARDH-AS-ID ARDH GLOBAL INDONESIA, PT",1,1,1,1,80.0
Astrill,KZ,214789,NOVA-CLOUD-,1,1,1,1,78.0
Astrill,SE,42708,GLESYS glesys.com,1,1,1,1,78.0
Astrill,SI,25467,AKTON-AS Akton Autonomous System,1,1,1,1,78.0
Astrill,TR,48011,DIGITURUNC,1,1,1,1,80.0
Astrill,US,17356,VERMONT-TELE,1,1,1,1,78.0
Astrill,US,5650,FRONTIER-FRTR,1,1,1,1,78.0
AzireVPN,AU,136557,HOST-AS-AP Host Universal Pty Ltd,1,1,1,1,95.0
AzireVPN,CA,394256,CLOUDSINGULARITY,1,1,1,1,95.0
AzireVPN,CA,40028,AS40028 - 1651884 Ontario Inc.,1,1,1,1,95.0
AzireVPN,ID,137373,IDNIC-SUITEN-AS-ID PT. SUITEN INOVASI SUKSES,1,1,1,1,95.0
AzireVPN,NO,61292,BLXGRP,1,1,1,1,95.0
AzireVPN,TH,58955,"BANGMODENTERPRISE-TH Bangmod Enterprise Co., Ltd.",1,1,1,1,95.0
AzireVPN,UA,3236,SERVER server.ua,1,1,1,1,95.0
AzireVPN,US,18747,IFX18747,1,1,1,1,95.0
AzireVPN,US,63018,DEDICATED,1,1,1,1,95.0
AzireVPN,VU,23959,OWL-AS-AP Owl Limited,1,1,1,1,95.0
AzireVPN,ZA,328915,MANN-IT-AS,1,1,1,1,95.0
BTGuard,CA,32489,AMANAHA-NEW,1,1,1,1,70.0
BTGuard,LT,8849,MELBICOM-EU-AS Melbikomas UAB,1,1,1,1,70.0
BTGuard,US,20473,AS-VULTR,1,1,1,1,70.0
CCrypto VPN,EE,207083,HOSTSLIM-GLOBAL-NETWORK,1,1,1,1,88.0
CCrypto VPN,US,11878,TZULO,1,1,1,1,88.0
CactusVPN,AU,16276,OVH,1,1,1,1,95.0
CactusVPN,BR,268581,QNAX LTDA,1,1,1,1,95.0
CactusVPN,BR,396356,LATITUDE-SH,1,1,1,1,95.0
CactusVPN,CH,200019,ALEXHOST,1,1,1,1,95.0
CactusVPN,CH,51852,PLI-AS,1,1,1,1,95.0
CactusVPN,ES,62005,BV-EU-AS,1,1,1,1,95.0
CactusVPN,ES,9009,M247,1,1,1,1,95.0
CactusVPN,FR,12876,Online SAS,1,1,1,1,95.0
CactusVPN,HK,133398,TELE-AS Tele Asia Limited,1,1,1,1,95.0
CactusVPN,HK,133752,LEASEWEB-APAC-HKG-10 LEASEWEB HONG KONG LIMITED,1,1,1,1,95.0
CactusVPN,IN,136258,"ONEPROVIDER-AS BrainStorm Network, Inc",1,1,1,1,95.0
CactusVPN,IN,44259,ULTAHOST-AP-AS,1,1,1,1,95.0
CactusVPN,IT,31034,ARUBA-ASN,1,1,1,1,95.0
CactusVPN,IT,62005,BV-EU-AS,1,1,1,1,95.0
CactusVPN,JP,138915,KAOPU-HK Kaopu Cloud HK Limited,1,1,1,1,95.0
CactusVPN,JP,212238,CDNEXT,1,1,1,1,95.0
CactusVPN,MD,200019,ALEXHOST,1,1,1,1,95.0
CactusVPN,MD,44388,"TOPHOST-MD-AS R.Moldova, Chisinau, Paris 18A",1,1,1,1,95.0
CactusVPN,MY,45839,SHINJIRU-MY-AS-AP Shinjiru Technology Sdn Bhd,1,1,1,1,95.0
CactusVPN,NL,211154,MFBANKA-AS,1,1,1,1,95.0
CactusVPN,NL,30058,FDCSERVERS,1,1,1,1,95.0
CactusVPN,NL,62005,BV-EU-AS,1,1,1,1,95.0
CactusVPN,NL,62068,SPECTRAIP SpectraIP B.V.,1,1,1,1,95.0
CactusVPN,PT,136258,"ONEPROVIDER-AS BrainStorm Network, Inc",1,1,1,1,95.0
CactusVPN,PT,204094,I4W,1,1,1,1,95.0
CactusVPN,SG,16276,OVH,1,1,1,1,95.0
CactusVPN,UA,3236,SERVER server.ua,1,1,1,1,95.0
CactusVPN,UA,6698,VIRTUALSYSTEMS,1,1,1,1,95.0
CactusVPN,US,14586,NUCLEARFALLOUT-CHI,1,1,1,1,95.0
CactusVPN,US,32374,NUCLEARFALLOUT-LAX,1,1,1,1,95.0
CactusVPN,US,32751,NUCLEARFALLOUT-SEA,1,1,1,1,95.0
CactusVPN,US,393458,NUCLEARFALLOUT-ATL,1,1,1,1,95.0
CactusVPN,US,400475,NUCLEARFALLOUT-DAL,1,1,1,1,95.0
CactusVPN,US,401263,NUCLEARFALLOUT-NYC,1,1,1,1,95.0
CyberGhost,AU,45671,AS45671-NET-AU Wholesale Services Provider,1,1,1,1,95.0
CyberGhost,US,4213,EVOCATIVE-GLOBAL,1,1,1,1,70.0
EasyHideIP,SE,42708,GLESYS glesys.com,1,1,1,1,95.0
FastestVPN,GB,58325,BANDWIDTH-ASIA,1,1,1,1,95.0
FastestVPN,KR,45382,EHOSTIDC-AS-KR Hostcenter,1,1,1,1,95.0
FastestVPN,PT,59787,WEBHS WEBSP LDA,1,1,1,1,95.0
FastestVPN,TR,206991,IXIR,1,1,1,1,95.0
FastestVPN,UA,48031,XSERVERCLOUD,1,1,1,1,95.0
FastestVPN,UK,3170,VELOXSERV,1,1,1,1,95.0
FastestVPN,US,30633,LEASEWEB-USA-WDC,1,1,1,1,95.0
FastestVPN,ZA,37153,xneelo,1,1,1,1,95.0
FlowVPN,AM,0,,1,1,1,1,70.0
FlowVPN,AR,61493,InterBS S.R.L. BAEHOST,1,1,1,1,70.0
FlowVPN,AT,40994,"ALWYZON Alwyzon, a trading name of Hohl IT e.U.",1,1,1,1,70.0
FlowVPN,AT,64457,PIPEHOST-AS PIPEHOST,1,1,1,1,70.0
FlowVPN,AU,136557,HOST-AS-AP Host Universal Pty Ltd,1,1,1,1,70.0
FlowVPN,AZ,29049,DELTA-TELECOM-AS International Communication Operator,1,1,1,1,70.0
FlowVPN,CA,0,,1,1,1,1,70.0
FlowVPN,CA,54643,IDIGITAL,1,1,1,1,70.0
FlowVPN,CA,835,GOCODEIT-EDGE,1,1,1,1,70.0
FlowVPN,CH,50837,CLOUDSIGMA-AS,1,1,1,1,70.0
FlowVPN,CL,52368,ZAM LTDA.,1,1,1,1,70.0
FlowVPN,CR,52423,Data Miners S.A.  Racknation.cr,1,1,1,1,70.0
FlowVPN,CY,197648,CL8ASN1,1,1,1,1,70.0
FlowVPN,DE,201011,CORE-BACKBONE CORE-BACKBONE GMBH GLOBAL NETWORK,1,1,1,1,70.0
FlowVPN,DE,24679,SSERV-AS,1,1,1,1,70.0
FlowVPN,DE,8648,ONE-NETWORK,1,1,1,1,70.0
FlowVPN,DK,215052,DINSERVGRO-NET,1,1,1,1,70.0
FlowVPN,EE,202759,FAIRYHOSTING,1,1,1,1,70.0
FlowVPN,FI,51765,CREANOVA-AS Oy Creanova Hosting Solutions Ltd.,1,1,1,1,70.0
FlowVPN,FR,12876,Online SAS,1,1,1,1,70.0
FlowVPN,FR,207992,FEELB,1,1,1,1,70.0
FlowVPN,FR,35661,VIRTUASYS-EU Lift weight. Push bytes. Never drop. Repeat.,1,1,1,1,70.0
FlowVPN,GB,207108,AHCLOUD,1,1,1,1,70.0
FlowVPN,GB,215730,H2NEXUS-AS,1,1,1,1,70.0
FlowVPN,GB,25369,BANDWIDTH-AS,1,1,1,1,70.0
